02:15:39 918	Layer<2-3-3-1>:下载固件开始
02:15:39 931	<LAYER 2-3-3-1> INFO:FlashInfo: 00 E0 A3 03 00 04 04 00 28 00 01
02:15:39 943	<LAYER 2-3-3-1> INFO:GetFlashInfo-->Emmc storage.
02:15:39 962	<LAYER 2-3-3-1> INFO:Start download image,total=1073776128,band=64,DirectLBA=1,First4Access=1,Gpt=1
02:15:39 988	<LAYER 2-3-3-1> INFO:Start to download root,offset=0x9e000,size=1073741824
02:16:45 920	Layer<2-3-3-1>:下载固件成功
02:18:51 064	Layer<2-3-3-1>:测试设备开始
02:18:51 081	Layer<2-3-3-1>:测试设备成功
02:18:51 097	Layer<2-3-3-1>:校验芯片开始
02:18:51 119	Layer<2-3-3-1>:校验芯片成功
02:18:51 136	Layer<2-3-3-1>:获取FlashInfo开始
02:18:51 152	<LAYER 2-3-3-1> INFO:FlashInfo: 00 E0 A3 03 00 04 04 00 28 00 01
02:18:51 167	<LAYER 2-3-3-1> INFO:GetFlashInfo-->Emmc storage.
02:18:51 204	Layer<2-3-3-1>:获取FlashInfo成功
02:18:51 223	Layer<2-3-3-1>:准备IDB开始
02:18:51 238	<LAYER 2-3-3-1> INFO:CS(1)		(29820MB)		(UNKNOWN)
02:18:51 271	Layer<2-3-3-1>:准备IDB成功
02:18:51 290	Layer<2-3-3-1>:下载IDB开始
02:18:51 405	Layer<2-3-3-1>:下载IDB成功
02:18:51 423	Layer<2-3-3-1>:下载固件开始
02:18:51 439	<LAYER 2-3-3-1> INFO:FlashInfo: 00 E0 A3 03 00 04 04 00 28 00 01
02:18:51 456	<LAYER 2-3-3-1> INFO:GetFlashInfo-->Emmc storage.
02:18:51 480	<LAYER 2-3-3-1> INFO:Start download image,total=1082164736,band=64,DirectLBA=1,First4Access=1,Gpt=1
02:18:51 504	<LAYER 2-3-3-1> ERROR:RKA_Gpt_Download->Fail to check parameter, root:grow was overlapped
02:18:51 526	<LAYER 2-3-3-1> ERROR:DownloadImage-->RKA_Gpt_Download failed
02:18:51 555	Error:Layer<2-3-3-1>:下载固件失败
